total_time, total_count, per_count
0.0000016093254089355469, 1, 0.0000016093254089355469
0.005818009376525879, 100, 0.00005818009376525879
0.01859515905380249, 200, 0.00009297579526901245
0.02050614356994629, 300, 0.00006835381189982096
0.019440799951553345, 398, 0.0000488462310340536306
0.042339056730270386, 500, 0.000084678113460540772
0.09113878011703491, 600, 0.00015189796686172485
0.07293969392776489, 679, 0.0001074222296432472606
